Unnamed: 0,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
2185,West Madhya Pradesh,2003,1.1,21.1,0.1,1.0,0.3,128.7,307.5,228.0,254.9,0.9,0.2,2.5,946.4,22.2,1.4,919.2,3.6
2186,West Madhya Pradesh,2004,16.8,0.0,0.0,0.4,4.8,83.7,218.0,421.9,55.7,43.7,2.2,0.8,848.1,16.8,5.3,779.2,46.7
2187,West Madhya Pradesh,2005,13.7,3.1,12.3,6.1,1.9,81.2,345.7,130.5,155.1,1.3,0.0,1.4,752.2,16.8,20.3,712.4,2.7
2188,West Madhya Pradesh,2006,0.0,0.0,44.3,3.3,22.8,74.5,299.0,501.9,198.1,13.7,8.6,3.0,1169.2,0.0,70.4,1073.5,25.2
2189,West Madhya Pradesh,2007,1.7,11.5,2.6,0.6,14.6,99.9,305.6,220.6,138.3,0.0,10.5,0.6,806.5,13.3,17.8,764.3,11.1
2190,West Madhya Pradesh,2008,0.4,0.0,2.5,2.5,3.8,194.2,221.8,205.8,139.7,12.9,7.5,0.0,791.1,0.4,8.8,761.5,20.5
2191,West Madhya Pradesh,2009,5.5,0.0,0.1,1.3,6.5,56.8,320.3,172.7,139.6,89.9,65.1,19.1,877.0,5.5,7.9,689.4,174.1
2192,West Madhya Pradesh,2010,2.2,5.4,0.8,0.1,0.4,62.2,258.5,291.5,136.1,13.6,4.6,0.8,776.3,7.6,1.4,748.3,19.0
2193,West Madhya Pradesh,2011,0.0,1.7,0.1,1.8,3.6,241.5,306.7,343.3,165.0,0.2,0.0,0.0,1063.9,1.7,5.5,1056.5,0.2
2194,West Madhya Pradesh,2012,6.2,0.0,0.0,0.9,3.1,48.2,439.2,341.2,194.3,2.1,0.0,0.0,1035.2,6.2,4.0,1023.0,2.1
2195,West Madhya Pradesh,2013,1.7,31.1,8.5,2.8,0.4,263.7,485.1,432.6,98.9,68.7,0.3,2.4,1396.3,32.8,11.7,1280.4,71.4
2196,West Madhya Pradesh,2014,25.6,34.4,4.6,1.4,1.4,30.6,337.4,211.0,192.6,7.0,3.0,15.8,864.9,60.0,7.5,771.6,25.8
2197,West Madhya Pradesh,2015,40.2,6.4,53.5,13.3,2.0,154.1,428.2,276.6,55.6,11.0,0.3,1.0,1042.3,46.6,68.9,914.5,12.4
2198,West Madhya Pradesh,2016,5.2,0.2,2.4,0.0,10.0,111.1,432.9,394.8,100.8,40.6,0.0,0.0,1098.0,5.3,12.4,1039.6,40.6
2199,West Madhya Pradesh,2017,4.6,1.9,1.5,0.2,6.9,120.0,292.8,173.7,151.4,13.5,0.4,2.0,769.0,6.5,8.5,738.0,16.0
2299,East Madhya Pradesh,2000,0.1,0.0,0.1,0.1,7.4,167.5,377.7,208.2,111.4,1.8,0.0,0.0,874.2,0.1,7.5,864.9,1.8
2300,East Madhya Pradesh,2001,2.3,0.8,2.4,23.0,12.4,255.5,468.4,243.9,50.4,110.0,1.0,0.0,1170.1,3.1,37.7,1018.2,111.0
2301,East Madhya Pradesh,2002,1.8,29.6,1.2,0.2,5.2,93.5,84.7,491.8,192.1,43.1,5.6,1.2,950.2,31.5,6.6,862.2,49.9
2302,East Madhya Pradesh,2003,0.7,59.6,2.2,1.0,0.4,119.9,366.8,370.2,493.3,20.5,0.5,2.9,1438.1,60.3,3.7,1350.2,23.8
2303,East Madhya Pradesh,2004,19.8,0.4,0.0,1.7,3.9,208.1,203.1,369.1,119.9,25.2,4.1,0.0,955.3,20.2,5.7,900.2,29.3
2304,East Madhya Pradesh,2005,35.2,10.6,27.4,3.4,41.7,163.9,597.2,256.6,198.4,27.6,0.0,4.4,1366.4,45.8,72.5,1216.1,32.0
2305,East Madhya Pradesh,2006,0.0,0.0,50.3,14.2,18.0,56.3,373.8,328.3,74.1,13.0,12.3,3.0,943.4,0.0,82.5,832.6,28.4
2306,East Madhya Pradesh,2007,7.0,26.3,8.6,2.9,6.2,74.8,207.8,162.6,130.1,3.1,22.8,1.5,653.8,33.3,17.7,575.3,27.5
2307,East Madhya Pradesh,2008,1.4,4.1,8.9,2.5,5.3,307.6,268.2,270.2,116.1,15.5,3.0,0.4,1003.2,5.5,16.7,962.2,18.9
2308,East Madhya Pradesh,2009,14.8,1.0,1.8,2.7,3.7,35.3,317.6,191.3,208.7,68.9,79.2,19.0,943.9,15.7,8.2,752.8,167.1
2309,East Madhya Pradesh,2010,2.9,10.4,0.1,0.7,1.7,58.4,363.3,271.9,213.4,23.6,10.9,3.3,960.4,13.2,2.4,907.0,37.8
2310,East Madhya Pradesh,2011,0.6,1.9,0.3,7.1,4.7,332.5,323.6,326.9,276.5,1.1,0.0,0.0,1275.2,2.5,12.1,1259.4,1.1
2311,East Madhya Pradesh,2012,39.4,0.7,0.6,1.1,1.2,67.8,398.9,351.7,172.6,12.7,3.8,2.7,1053.1,40.0,2.9,990.9,19.2
2312,East Madhya Pradesh,2013,2.0,43.4,14.1,9.5,0.3,311.9,456.2,480.8,78.0,124.2,0.5,1.0,1521.9,45.4,23.9,1326.9,125.7
2313,East Madhya Pradesh,2014,32.1,49.7,17.8,5.1,2.5,91.8,283.4,231.8,139.6,56.4,1.9,12.9,924.9,81.8,25.3,746.6,71.2
2314,East Madhya Pradesh,2015,37.3,11.0,73.4,25.8,6.3,139.2,262.2,272.1,71.6,38.2,1.2,0.9,939.2,48.3,105.5,745.1,40.3
2315,East Madhya Pradesh,2016,20.2,2.1,17.6,0.1,17.9,99.0,552.2,462.3,139.6,29.0,0.0,0.0,1340.0,22.3,35.6,1253.1,29.0
2316,East Madhya Pradesh,2017,4.6,6.7,2.0,0.0,11.4,119.0,353.8,179.1,144.0,18.8,0.7,0.0,840.1,11.3,13.4,795.8,19.5
2416,Gujarat Region,2000,0.0,0.1,0.0,0.0,36.1,62.9,301.1,133.0,13.5,0.2,0.0,3.6,550.6,0.1,36.1,510.6,3.9
2417,Gujarat Region,2001,6.1,0.0,0.0,0.2,2.1,216.9,320.0,256.8,17.8,28.9,0.2,0.0,849.0,6.1,2.3,811.5,29.0
2418,Gujarat Region,2002,4.1,0.0,0.1,0.0,0.0,234.2,45.8,238.5,113.7,0.6,0.1,0.1,637.2,4.1,0.1,632.2,0.8
2419,Gujarat Region,2003,0.0,6.1,0.1,0.0,0.0,209.3,518.7,314.6,109.5,1.9,0.0,0.0,1160.3,6.1,0.1,1152.2,1.9
2420,Gujarat Region,2004,0.0,0.0,0.0,0.0,4.4,135.5,238.2,553.7,51.8,22.2,0.0,0.0,1005.8,0.0,4.4,979.1,22.3
2421,Gujarat Region,2005,0.0,0.0,0.0,0.0,0.3,367.3,378.7,229.4,339.2,1.4,0.0,0.0,1316.4,0.0,0.3,1314.7,1.4
2422,Gujarat Region,2006,0.0,0.0,0.8,0.0,0.2,123.5,576.0,624.8,140.6,9.2,2.9,0.0,1478.0,0.0,1.1,1464.9,12.1
2423,Gujarat Region,2007,0.1,0.4,0.0,0.0,0.3,94.0,567.8,345.6,169.4,0.0,1.4,0.0,1178.9,0.5,0.3,1176.7,1.4
2424,Gujarat Region,2008,0.0,0.0,0.0,3.1,0.1,58.2,261.9,369.5,204.3,11.6,0.1,2.3,911.1,0.0,3.3,893.9,14.0
2425,Gujarat Region,2009,0.0,0.0,0.3,0.0,0.0,17.0,390.3,143.5,54.9,27.4,8.1,0.0,641.6,0.0,0.3,605.7,35.5
2426,Gujarat Region,2010,0.2,0.0,0.0,0.0,0.0,59.3,328.2,431.0,216.6,12.2,41.0,0.2,1088.7,0.2,0.0,1035.0,53.4
2427,Gujarat Region,2011,0.0,0.2,0.0,0.0,0.0,16.3,259.2,451.7,162.5,0.4,0.0,0.0,890.5,0.2,0.0,889.8,0.4
2428,Gujarat Region,2012,0.1,0.0,0.0,0.0,0.0,34.4,178.2,230.3,263.8,7.1,0.0,0.0,714.0,0.1,0.0,706.7,7.1
2429,Gujarat Region,2013,0.0,0.9,0.1,4.6,0.0,155.7,405.4,211.1,287.3,53.2,0.1,0.0,1118.6,0.9,4.7,1059.6,53.3
2430,Gujarat Region,2014,5.7,0.1,0.2,1.0,1.3,11.6,307.5,138.6,235.1,3.3,1.3,0.0,705.7,5.8,2.5,692.8,4.6
2431,Gujarat Region,2015,1.8,0.0,6.1,5.5,0.9,120.7,354.7,37.4,93.4,2.2,0.3,0.0,622.9,1.8,12.5,606.1,2.6
2432,Gujarat Region,2016,0.0,0.0,0.6,0.0,0.4,31.8,255.8,303.9,105.3,66.9,0.0,0.0,764.9,0.0,1.0,696.9,66.9
2433,Gujarat Region,2017,0.0,0.0,0.0,0.0,0.2,137.7,613.1,179.7,67.2,15.5,0.0,11.0,1024.4,0.0,0.2,997.7,26.6
2533,Saurashtra & Kutch,2000,0.0,0.0,0.0,0.0,2.9,5.4,224.7,46.2,4.5,2.2,0.0,0.1,286.1,0.0,2.9,280.9,2.3
2534,Saurashtra & Kutch,2001,0.0,0.0,0.0,0.2,0.9,172.9,191.1,116.9,20.6,7.6,0.0,0.0,510.2,0.0,1.0,501.5,7.6
2535,Saurashtra & Kutch,2002,0.0,0.0,0.0,0.0,0.0,166.4,8.0,117.5,15.1,0.2,0.2,0.6,308.1,0.0,0.0,307.0,1.0
2536,Saurashtra & Kutch,2003,0.0,0.4,0.0,0.0,0.0,68.2,402.2,190.7,21.7,3.0,0.0,0.0,686.2,0.4,0.0,682.7,3.0
2537,Saurashtra & Kutch,2004,0.2,0.0,0.0,0.0,13.6,95.0,90.0,227.7,36.1,19.7,0.0,0.0,482.2,0.2,13.6,448.6,19.8
2538,Saurashtra & Kutch,2005,0.0,0.0,0.0,0.2,0.2,201.2,126.7,68.4,233.1,1.7,0.0,0.0,631.6,0.0,0.4,629.4,1.7
2539,Saurashtra & Kutch,2006,0.0,0.0,1.9,0.0,0.0,66.2,373.4,189.8,68.2,1.4,0.3,0.6,701.8,0.0,1.9,697.7,2.3
2540,Saurashtra & Kutch,2007,0.0,1.9,0.1,0.0,0.2,114.1,209.2,405.4,157.0,1.7,1.2,0.0,890.7,1.9,0.3,885.7,2.8
2541,Saurashtra & Kutch,2008,0.1,0.1,0.1,0.5,0.0,96.0,150.3,115.1,231.6,5.8,0.6,7.7,607.9,0.2,0.6,593.0,14.1
2542,Saurashtra & Kutch,2009,0.0,0.0,0.0,0.0,0.0,68.1,409.1,106.0,8.8,3.3,1.5,0.0,596.9,0.0,0.1,592.0,4.9
2543,Saurashtra & Kutch,2010,0.1,0.0,0.0,0.0,0.1,71.1,393.8,391.3,187.6,11.6,64.3,0.0,1119.9,0.1,0.1,1043.7,75.9
2544,Saurashtra & Kutch,2011,0.0,1.4,0.0,0.0,0.0,26.0,212.7,290.9,210.1,1.2,0.1,0.0,742.5,1.4,0.0,739.8,1.3
2545,Saurashtra & Kutch,2012,0.0,0.0,0.0,0.2,0.1,22.4,34.7,34.5,228.5,2.4,0.0,1.0,323.8,0.0,0.2,320.1,3.4
2546,Saurashtra & Kutch,2013,1.7,0.2,0.1,8.5,0.1,127.7,171.2,83.3,260.2,28.6,0.0,0.0,681.8,1.9,8.7,642.5,28.6
2547,Saurashtra & Kutch,2014,0.3,0.0,0.1,0.5,2.1,17.3,137.7,118.8,99.2,5.2,2.7,0.0,383.9,0.3,2.7,373.0,7.8
2548,Saurashtra & Kutch,2015,0.9,0.0,4.4,2.1,0.8,112.6,226.7,10.6,79.9,3.3,0.3,0.0,441.7,0.9,7.4,429.8,3.6
2549,Saurashtra & Kutch,2016,0.0,0.0,0.3,0.0,1.1,31.3,110.0,216.0,59.6,64.7,0.0,0.0,482.9,0.0,1.3,416.9,64.7
2550,Saurashtra & Kutch,2017,0.1,0.0,0.0,0.0,0.1,81.8,368.6,153.5,41.8,4.8,0.0,1.3,652.1,0.1,0.1,645.8,6.1
2650,Konkan & Goa,2000,1.2,0.0,0.0,0.9,190.3,739.4,1200.4,789.5,111.9,91.8,1.6,6.2,3133.2,1.2,191.2,2841.2,99.7
2651,Konkan & Goa,2001,5.6,0.0,0.0,2.8,59.6,540.1,873.4,611.3,207.9,91.6,3.1,0.0,2395.4,5.6,62.4,2232.7,94.7
2652,Konkan & Goa,2002,0.0,0.0,0.1,2.8,9.4,942.0,452.8,834.5,217.1,75.3,3.0,0.3,2537.2,0.0,12.3,2446.4,78.6
2653,Konkan & Goa,2003,0.5,0.6,0.8,1.2,11.2,865.3,1013.9,593.7,298.7,54.4,1.9,0.0,2842.3,1.2,13.2,2771.6,56.3
2654,Konkan & Goa,2004,0.0,0.0,0.0,10.4,46.9,678.6,902.3,1011.5,293.3,32.9,10.2,0.0,2985.9,0.0,57.2,2885.5,43.1
2655,Konkan & Goa,2005,1.3,0.1,1.9,4.0,9.8,730.2,1340.9,772.2,678.8,76.5,0.0,0.1,3615.7,1.4,15.6,3522.2,76.6
2656,Konkan & Goa,2006,0.0,0.0,9.9,0.0,211.8,683.1,1066.2,886.4,399.9,202.4,22.5,0.0,3482.2,0.0,221.7,3035.6,224.9
2657,Konkan & Goa,2007,0.0,0.0,0.1,3.3,33.4,939.3,841.3,980.2,609.0,45.6,16.0,0.1,3468.5,0.0,36.9,3369.9,61.7
2658,Konkan & Goa,2008,0.0,0.1,31.5,0.3,11.1,798.5,766.6,833.1,551.2,57.3,0.9,2.4,3053.1,0.1,43.0,2949.3,60.6
2659,Konkan & Goa,2009,0.0,0.0,0.3,0.1,5.6,330.6,1271.2,292.9,387.5,307.4,121.0,0.0,2716.6,0.0,5.9,2282.2,428.5
2660,Konkan & Goa,2010,2.7,0.0,0.0,1.5,8.2,680.8,1405.3,850.0,531.3,190.2,106.7,1.4,3778.1,2.7,9.7,3467.4,298.3
2661,Konkan & Goa,2011,0.0,0.0,0.0,3.4,1.1,857.0,1384.1,987.9,468.3,120.3,3.1,0.0,3825.2,0.0,4.5,3697.3,123.5
2662,Konkan & Goa,2012,0.0,0.0,0.0,0.6,1.1,633.0,928.5,762.5,515.3,175.1,2.3,0.0,3018.4,0.0,1.7,2839.3,177.4
2663,Konkan & Goa,2013,1.8,5.4,0.1,0.1,18.5,1028.3,1478.5,497.6,340.7,149.3,2.1,1.5,3524.0,7.3,18.7,3345.2,152.8
2664,Konkan & Goa,2014,1.3,5.3,1.8,0.7,21.3,238.2,1293.2,658.0,419.5,98.7,8.0,11.7,2757.5,6.6,23.8,2608.8,118.4
2665,Konkan & Goa,2015,2.7,0.0,36.8,3.6,11.3,764.0,526.5,377.3,240.9,91.4,27.3,0.0,2082.0,2.7,51.7,1908.7,118.8
2666,Konkan & Goa,2016,0.0,0.1,2.0,0.3,2.1,806.5,1327.3,817.0,600.2,106.3,2.0,0.1,3663.9,0.1,4.4,3551.0,108.5
2667,Konkan & Goa,2017,0.0,0.0,0.0,0.0,47.0,840.4,1095.3,731.2,546.9,156.9,0.7,25.0,3443.4,0.0,47.0,3213.8,182.6
2767,Madhya Maharashtra,2000,0.4,1.1,0.2,1.7,18.5,173.0,198.7,159.6,87.0,56.5,2.7,2.1,701.6,1.5,20.5,618.2,61.3
2768,Madhya Maharashtra,2001,4.4,0.0,0.3,4.7,8.4,157.9,179.3,160.9,137.3,125.5,5.7,0.5,785.1,4.4,13.5,635.4,131.8
2769,Madhya Maharashtra,2002,1.7,3.1,1.0,13.0,14.4,251.9,95.6,221.5,95.8,36.3,5.9,0.0,740.3,4.9,28.3,664.7,42.3
2770,Madhya Maharashtra,2003,0.8,2.2,1.5,5.7,15.1,210.8,208.7,178.4,116.2,29.5,3.5,0.1,772.6,3.0,22.3,714.2,33.1
2771,Madhya Maharashtra,2004,0.1,0.1,0.0,4.7,49.0,215.9,174.2,354.1,181.2,42.1,8.0,0.1,1029.5,0.2,53.7,925.5,50.2
2772,Madhya Maharashtra,2005,3.6,0.4,1.6,11.1,7.8,240.5,361.2,256.1,276.4,62.7,0.0,0.0,1221.3,4.0,20.5,1134.2,62.7
2773,Madhya Maharashtra,2006,0.0,0.0,7.1,0.2,42.3,205.3,416.4,421.7,217.0,60.1,25.5,0.0,1395.7,0.0,49.7,1260.4,85.6
2774,Madhya Maharashtra,2007,1.3,0.4,0.0,2.1,5.5,266.9,293.5,274.2,189.2,3.4,3.9,0.0,1040.4,1.7,7.6,1023.7,7.3
2775,Madhya Maharashtra,2008,0.0,0.0,18.1,0.6,1.1,107.9,157.9,257.6,312.4,56.6,3.7,0.9,916.9,0.0,19.9,835.9,61.1
2776,Madhya Maharashtra,2009,0.0,1.7,0.8,0.4,7.7,68.9,329.8,148.2,162.6,96.2,121.3,4.3,941.7,1.7,8.9,709.4,221.8
2777,Madhya Maharashtra,2010,2.9,0.1,0.9,2.3,5.4,185.6,280.9,233.2,165.6,77.1,73.4,0.2,1027.5,3.0,8.6,865.3,150.6
2778,Madhya Maharashtra,2011,0.0,0.3,0.3,5.0,2.9,133.3,261.4,238.1,148.4,62.8,0.0,0.0,852.6,0.3,8.2,781.3,62.8
2779,Madhya Maharashtra,2012,0.0,0.0,0.0,3.0,1.4,67.9,203.0,187.8,129.5,95.2,2.2,0.0,689.8,0.0,4.4,588.1,97.3
2780,Madhya Maharashtra,2013,0.1,5.3,0.8,5.7,6.0,212.4,311.8,147.0,210.3,57.8,4.0,1.3,962.4,5.3,12.4,881.5,63.1
2781,Madhya Maharashtra,2014,3.1,6.2,24.4,7.5,29.8,44.0,277.9,240.3,120.4,38.5,32.8,13.1,838.0,9.3,61.7,682.6,84.4
2782,Madhya Maharashtra,2015,1.4,0.8,41.2,9.6,24.4,177.0,111.7,67.2,146.6,48.3,16.2,0.1,644.5,2.2,75.3,502.5,64.5
2783,Madhya Maharashtra,2016,0.0,0.7,7.1,1.4,7.7,100.7,319.6,232.7,171.9,62.4,1.1,0.9,906.3,0.7,16.2,824.9,64.4
2784,Madhya Maharashtra,2017,0.0,0.0,0.4,0.8,18.0,189.2,280.9,192.0,190.1,112.8,5.0,5.1,994.4,0.0,19.2,852.3,122.9
2884,Matathwada,2000,0.4,3.8,0.5,0.4,16.3,188.3,157.3,239.5,44.8,30.8,0.7,1.7,684.4,4.2,17.2,629.9,33.2
2885,Matathwada,2001,4.8,0.5,0.5,9.9,0.7,148.7,56.7,255.8,83.5,170.5,0.8,0.0,732.4,5.3,11.2,544.6,171.3
2886,Matathwada,2002,5.5,4.1,0.7,6.1,8.5,241.8,58.2,223.6,122.4,46.4,4.8,0.0,722.1,9.6,15.3,646.0,51.3
2887,Matathwada,2003,2.1,1.3,2.3,4.9,28.5,117.6,255.9,183.9,95.7,22.1,4.9,0.8,720.1,3.4,35.7,653.1,27.8
2888,Matathwada,2004,1.2,0.4,5.5,1.9,30.4,100.0,201.7,75.0,177.2,58.1,27.2,0.0,678.7,1.7,37.8,553.9,85.3
2889,Matathwada,2005,13.2,0.7,11.6,1.6,2.1,59.7,413.5,124.1,213.5,100.5,0.0,0.0,940.5,13.8,15.3,810.9,100.5
2890,Matathwada,2006,0.0,0.0,30.7,1.6,26.7,134.7,116.2,301.3,209.4,47.7,4.6,0.0,872.9,0.0,59.1,761.5,52.3
2891,Matathwada,2007,0.0,0.0,0.1,0.7,10.0,185.4,123.1,146.2,240.7,0.9,7.5,0.0,714.6,0.0,10.8,695.3,8.5
2892,Matathwada,2008,0.1,0.1,14.6,3.7,1.8,66.7,106.5,150.8,267.8,33.8,0.3,0.1,646.3,0.1,20.2,591.7,34.2
2893,Matathwada,2009,0.0,0.0,0.6,0.8,7.0,63.1,139.2,167.6,159.9,59.0,63.3,8.4,668.9,0.0,8.4,529.8,130.7
2894,Matathwada,2010,4.3,5.8,3.9,0.7,4.6,119.7,329.5,291.4,157.3,57.7,36.8,0.0,1011.6,10.0,9.2,897.8,94.5
2895,Matathwada,2011,0.0,3.8,0.7,3.5,3.1,79.2,230.1,228.5,90.0,24.8,0.0,0.0,663.5,3.8,7.3,627.7,24.8
2896,Matathwada,2012,0.0,0.0,0.0,0.6,2.3,72.2,161.1,101.4,120.0,68.8,0.3,0.0,526.7,0.0,2.9,454.7,69.1
2897,Matathwada,2013,1.5,9.4,2.6,7.9,6.4,160.9,293.4,136.9,154.1,94.3,7.4,13.1,888.0,10.9,16.9,745.3,114.8
2898,Matathwada,2014,1.4,13.4,79.0,11.9,7.0,30.4,105.0,178.9,84.5,14.2,19.9,3.3,548.9,14.8,97.9,398.8,37.4
2899,Matathwada,2015,10.1,1.6,32.0,39.6,12.3,118.3,27.4,112.2,154.3,19.5,4.8,0.0,532.2,11.7,83.8,412.4,24.3
2900,Matathwada,2016,0.0,3.1,10.8,3.0,6.3,157.3,276.1,89.2,302.3,100.8,0.0,0.2,949.0,3.1,20.1,824.8,100.9
2901,Matathwada,2017,0.0,0.0,4.7,0.0,3.3,182.3,82.5,230.4,146.9,100.4,2.4,2.7,755.6,0.0,8.1,642.1,105.4
3001,Vidarbha,2000,0.1,16.4,0.1,0.1,28.8,235.9,472.1,286.2,54.0,11.0,0.0,0.5,1105.2,16.4,29.0,1048.2,11.5
3002,Vidarbha,2001,8.9,0.1,15.2,18.3,7.9,338.6,202.0,359.8,37.4,129.2,4.7,0.0,1122.1,9.0,41.4,937.8,134.0
3003,Vidarbha,2002,2.4,4.0,1.1,2.9,8.2,301.1,88.1,352.5,128.6,35.2,1.9,0.1,925.8,6.3,12.1,870.3,37.1
3004,Vidarbha,2003,0.0,4.4,3.6,2.7,3.0,140.2,401.0,280.9,138.0,42.6,0.8,1.3,1018.6,4.4,9.3,960.1,44.7
3005,Vidarbha,2004,10.3,5.5,0.6,3.5,12.2,137.9,217.7,223.1,86.3,27.7,6.9,0.2,731.9,15.8,16.3,665.0,34.8
3006,Vidarbha,2005,74.9,7.0,7.2,1.9,2.6,144.4,393.2,249.2,246.8,87.2,0.0,0.2,1214.6,81.8,11.7,1033.7,87.4
3007,Vidarbha,2006,0.0,0.0,50.6,16.2,20.9,115.0,360.8,421.4,175.8,43.7,11.1,0.0,1215.6,0.0,87.7,1073.0,54.8
3008,Vidarbha,2007,0.1,1.3,1.4,3.2,1.2,256.7,349.1,282.4,241.8,27.3,2.5,0.0,1167.0,1.4,5.8,1130.0,29.8
3009,Vidarbha,2008,0.2,1.9,19.2,2.8,2.9,137.9,261.5,254.0,160.8,22.4,2.9,0.1,866.6,2.1,24.9,814.2,25.4
3010,Vidarbha,2009,0.1,0.0,0.9,2.4,5.9,78.1,310.8,175.4,90.3,41.9,63.8,1.2,770.8,0.1,9.2,654.6,106.9
3011,Vidarbha,2010,14.0,1.9,7.5,0.3,1.9,144.8,454.5,384.0,238.0,51.0,37.0,3.2,1338.1,15.9,9.6,1221.2,91.3
3012,Vidarbha,2011,0.0,1.2,0.1,7.7,0.6,137.9,247.1,302.8,191.0,4.7,0.0,0.0,893.2,1.2,8.4,878.8,4.7
3013,Vidarbha,2012,3.1,0.1,0.0,0.6,0.2,125.5,370.5,316.2,249.4,34.9,7.3,0.0,1107.7,3.2,0.8,1061.5,42.2
3014,Vidarbha,2013,6.6,13.0,3.8,2.8,0.5,366.7,535.5,326.1,131.7,133.5,0.0,0.0,1520.0,19.6,7.0,1360.0,133.5
3015,Vidarbha,2014,1.2,18.3,49.6,2.6,4.0,63.3,337.6,191.7,224.9,17.3,6.2,2.3,919.1,19.5,56.3,817.5,25.8
3016,Vidarbha,2015,26.3,4.7,66.3,28.1,12.8,254.6,137.2,288.9,167.5,7.0,0.0,0.2,993.8,31.1,107.2,848.2,7.3
3017,Vidarbha,2016,0.7,5.2,20.1,5.1,12.4,165.5,490.2,161.8,227.8,75.0,0.0,0.0,1163.8,5.9,37.5,1045.4,75.0
3018,Vidarbha,2017,0.2,0.0,6.1,0.0,7.3,147.8,252.2,198.3,133.3,57.5,0.3,0.0,803.0,0.2,13.4,731.5,57.9
3118,Chhattisgarh,2000,2.6,0.0,0.6,1.5,9.3,180.7,322.4,215.6,169.1,4.3,0.2,0.1,906.3,2.6,11.4,887.8,4.6
3119,Chhattisgarh,2001,0.8,0.3,14.6,17.6,16.6,339.4,630.6,380.3,108.4,86.9,4.6,0.0,1600.1,1.1,48.7,1458.8,91.6
3120,Chhattisgarh,2002,41.5,4.9,12.2,3.3,32.1,196.3,138.4,352.4,122.3,57.8,13.3,15.9,990.2,46.4,47.5,809.3,86.9
3121,Chhattisgarh,2003,3.7,17.7,12.1,2.6,0.7,128.7,446.6,519.7,384.1,157.6,5.8,14.9,1694.3,21.4,15.5,1479.1,178.2
3122,Chhattisgarh,2004,37.8,16.7,3.1,21.2,6.8,213.1,323.1,351.7,126.5,43.9,0.7,0.1,1144.5,54.5,31.1,1014.3,44.6
3123,Chhattisgarh,2005,57.6,15.6,6.1,6.5,16.4,197.0,393.8,267.7,240.5,83.5,1.6,1.0,1287.2,73.2,29.0,1099.0,86.1
3124,Chhattisgarh,2006,2.7,0.0,26.2,17.2,23.5,92.2,495.1,447.2,184.6,13.3,15.1,0.7,1317.7,2.7,66.8,1219.0,29.1
3125,Chhattisgarh,2007,0.0,15.7,6.2,11.4,10.4,259.4,309.9,338.8,259.1,67.8,2.0,0.5,1281.2,15.7,28.0,1167.2,70.3
3126,Chhattisgarh,2008,6.7,9.7,22.2,11.2,9.5,236.4,280.5,305.1,215.4,10.7,1.2,0.0,1108.5,16.4,42.9,1037.4,11.8
3127,Chhattisgarh,2009,1.2,0.0,2.3,1.9,11.2,45.3,455.0,247.1,104.7,43.6,42.5,1.9,956.6,1.2,15.4,852.0,88.0
3128,Chhattisgarh,2010,7.9,4.9,1.0,5.9,12.6,102.6,426.8,340.3,302.5,54.3,20.2,27.6,1306.6,12.8,19.4,1172.2,102.1
3129,Chhattisgarh,2011,0.3,11.5,2.6,35.0,16.8,183.5,272.6,379.8,382.2,15.5,0.0,2.8,1302.7,11.8,54.4,1218.2,18.3
3130,Chhattisgarh,2012,36.6,4.8,1.1,14.9,9.4,147.3,430.6,442.2,245.3,19.8,20.4,5.0,1377.4,41.5,25.4,1265.4,45.1
3131,Chhattisgarh,2013,2.8,19.7,4.9,45.8,5.7,263.6,418.8,336.6,140.9,180.9,0.3,0.0,1420.0,22.5,56.4,1159.9,181.2
3132,Chhattisgarh,2014,2.3,29.0,21.4,17.3,25.0,104.9,416.7,327.7,252.7,77.9,2.6,1.1,1278.7,31.3,63.7,1102.1,81.6
3133,Chhattisgarh,2015,15.8,1.2,21.2,37.0,13.0,257.6,248.6,286.6,216.9,17.7,0.6,1.5,1117.6,17.0,71.2,1009.7,19.7
3134,Chhattisgarh,2016,6.1,3.6,24.5,4.4,19.6,164.2,361.0,357.1,295.6,79.8,0.0,0.0,1315.8,9.8,48.5,1177.8,79.8
3135,Chhattisgarh,2017,0.9,0.7,3.5,0.8,15.6,184.8,378.3,300.4,177.7,61.6,0.2,0.0,1124.4,1.6,19.8,1041.2,61.8
3235,Coastal Andhra Pradesh,2000,0.1,42.4,0.7,19.1,68.4,200.5,154.1,311.5,102.9,69.6,10.6,12.4,992.3,42.5,88.3,768.9,92.6
3236,Coastal Andhra Pradesh,2001,4.6,3.8,20.0,54.1,50.8,117.2,123.0,170.7,187.2,196.0,78.0,4.1,1009.3,8.4,124.8,598.1,278.0
3237,Coastal Andhra Pradesh,2002,28.0,0.0,7.3,34.8,35.0,115.2,74.7,173.5,71.7,148.7,14.3,0.0,703.2,28.0,77.1,435.0,163.0
3238,Coastal Andhra Pradesh,2003,6.2,19.4,40.7,19.4,12.2,104.0,241.7,158.3,130.2,252.3,11.5,101.1,1096.8,25.6,72.3,634.1,364.9
3239,Coastal Andhra Pradesh,2004,24.0,11.4,11.6,40.1,57.6,152.8,192.1,125.0,101.7,147.9,9.4,0.2,873.6,35.3,109.3,571.5,157.5
